,Close_tMinus6,Close_tMinus5,Close_tMinus4,Close_tMinus3,Close_tMinus2,Close_tMinus1,Close,Volume,Index_Close,TSLA_monthly,Recent_Recommendation,Prediction
2019-10-10,48.625999450683594,46.60599899291992,46.2859992980957,47.54399871826172,48.0099983215332,48.90599822998047,48.948001861572266,31416500,287.6768798828125,8.0,Market Perform,1
2019-10-11,46.60599899291992,46.2859992980957,47.54399871826172,48.0099983215332,48.90599822998047,48.948001861572266,49.577999114990234,42377000,290.6591796875,8.0,Market Perform,1
2019-10-14,46.2859992980957,47.54399871826172,48.0099983215332,48.90599822998047,48.948001861572266,49.577999114990234,51.391998291015625,51025000,290.3354797363281,9.0,Market Perform,1
2019-10-15,47.54399871826172,48.0099983215332,48.90599822998047,48.948001861572266,49.577999114990234,51.391998291015625,51.577999114990234,32164000,293.20989990234375,9.0,Market Perform,1
2019-10-16,48.0099983215332,48.90599822998047,48.948001861572266,49.577999114990234,51.391998291015625,51.577999114990234,51.95000076293945,33420500,292.7389831542969,9.0,Market Perform,1
2019-10-17,48.90599822998047,48.948001861572266,49.577999114990234,51.391998291015625,51.577999114990234,51.95000076293945,52.39400100708008,23846500,293.602294921875,9.0,Market Perform,0
2019-10-18,48.948001861572266,49.577999114990234,51.391998291015625,51.577999114990234,51.95000076293945,52.39400100708008,51.38999938964844,28749000,292.317138671875,9.0,Market Perform,0
2019-10-21,49.577999114990234,51.391998291015625,51.577999114990234,51.95000076293945,52.39400100708008,51.38999938964844,50.70000076293945,25101500,294.2987976074219,23.0,Market Perform,1
2019-10-22,51.391998291015625,51.577999114990234,51.95000076293945,52.39400100708008,51.38999938964844,50.70000076293945,51.11600112915039,23004000,293.33740234375,23.0,Market Perform,0
2019-10-23,51.577999114990234,51.95000076293945,52.39400100708008,51.38999938964844,50.70000076293945,51.11600112915039,50.93600082397461,26305500,294.19091796875,23.0,Market Perform,1
2019-10-24,51.95000076293945,52.39400100708008,51.38999938964844,50.70000076293945,51.11600112915039,50.93600082397461,59.93600082397461,148604500,294.671630859375,23.0,Market Perform,1
2019-10-25,52.39400100708008,51.38999938964844,50.70000076293945,51.11600112915039,50.93600082397461,59.93600082397461,65.6259994506836,150030500,295.8782958984375,23.0,Buy,0
2019-10-28,51.38999938964844,50.70000076293945,51.11600112915039,50.93600082397461,59.93600082397461,65.6259994506836,65.54199981689453,94351500,297.5460205078125,13.0,Underweight,0
2019-10-29,50.70000076293945,51.11600112915039,50.93600082397461,59.93600082397461,65.6259994506836,65.54199981689453,63.24399948120117,63421500,297.4577331542969,13.0,Underweight,0
2019-10-30,51.11600112915039,50.93600082397461,59.93600082397461,65.6259994506836,65.54199981689453,63.24399948120117,63.00199890136719,48209000,298.3701171875,13.0,Sell,0
2019-10-31,50.93600082397461,59.93600082397461,65.6259994506836,65.54199981689453,63.24399948120117,63.00199890136719,62.98400115966797,25335000,297.575439453125,13.0,Sell,0
2019-11-01,59.93600082397461,65.6259994506836,65.54199981689453,63.24399948120117,63.00199890136719,62.98400115966797,62.6619987487793,31919500,300.3321838378906,13.0,Equal-Weight,1
2019-11-04,65.6259994506836,65.54199981689453,63.24399948120117,63.00199890136719,62.98400115966797,62.6619987487793,63.49399948120117,43935000,301.538818359375,10.0,Equal-Weight,0
2019-11-05,65.54199981689453,63.24399948120117,63.00199890136719,62.98400115966797,62.6619987487793,63.49399948120117,63.444000244140625,34717000,301.20526123046875,10.0,Equal-Weight,1
2019-11-06,63.24399948120117,63.00199890136719,62.98400115966797,62.6619987487793,63.49399948120117,63.444000244140625,65.31600189208984,39704500,301.27392578125,10.0,Equal-Weight,1
2019-11-07,63.00199890136719,62.98400115966797,62.6619987487793,63.49399948120117,63.444000244140625,65.31600189208984,67.10800170898438,72336500,302.3334655761719,10.0,Equal-Weight,1
2019-11-08,62.98400115966797,62.6619987487793,63.49399948120117,63.444000244140625,65.31600189208984,67.10800170898438,67.4280014038086,30346000,303.0790710449219,10.0,Equal-Weight,1
2019-11-11,62.6619987487793,63.49399948120117,63.444000244140625,65.31600189208984,67.10800170898438,67.4280014038086,69.01799774169922,49933500,302.500244140625,11.0,Equal-Weight,1
2019-11-12,63.49399948120117,63.444000244140625,65.31600189208984,67.10800170898438,67.4280014038086,69.01799774169922,69.98600006103516,36797000,303.13787841796875,11.0,Buy,0
2019-11-13,63.444000244140625,65.31600189208984,67.10800170898438,67.4280014038086,69.01799774169922,69.98600006103516,69.22200012207031,42100500,303.2359924316406,11.0,Buy,1
2019-11-14,65.31600189208984,67.10800170898438,67.4280014038086,69.01799774169922,69.98600006103516,69.22200012207031,69.87000274658203,32324500,303.67742919921875,11.0,Buy,1
2019-11-15,67.10800170898438,67.4280014038086,69.01799774169922,69.98600006103516,69.22200012207031,69.87000274658203,70.43399810791016,24045000,305.875,11.0,Buy,0
2019-11-18,67.4280014038086,69.01799774169922,69.98600006103516,69.22200012207031,69.87000274658203,70.43399810791016,69.99800109863281,22002000,306.1006164550781,17.0,Buy,1
2019-11-19,69.01799774169922,69.98600006103516,69.22200012207031,69.87000274658203,70.43399810791016,69.99800109863281,71.90399932861328,38624000,306.0122985839844,17.0,Hold,0
2019-11-20,69.98600006103516,69.22200012207031,69.87000274658203,70.43399810791016,69.99800109863281,71.90399932861328,70.44400024414062,33625500,304.87432861328125,17.0,Hold,1
2019-11-21,69.22200012207031,69.87000274658203,70.43399810791016,69.99800109863281,71.90399932861328,70.44400024414062,70.96600341796875,30550000,304.3837890625,17.0,Hold,0
2019-11-22,69.87000274658203,70.43399810791016,69.99800109863281,71.90399932861328,70.44400024414062,70.96600341796875,66.60800170898438,84353000,305.0606994628906,17.0,Hold,1
2019-11-25,70.43399810791016,69.99800109863281,71.90399932861328,70.44400024414062,70.96600341796875,66.60800170898438,67.26799774169922,61697500,307.42498779296875,11.0,Hold,0
2019-11-26,69.99800109863281,71.90399932861328,70.44400024414062,70.96600341796875,66.60800170898438,67.26799774169922,65.78399658203125,39737000,308.12152099609375,11.0,Hold,1
2019-11-27,71.90399932861328,70.44400024414062,70.96600341796875,66.60800170898438,67.26799774169922,65.78399658203125,66.25800323486328,27778000,309.4949951171875,11.0,Hold,0
2019-11-29,70.44400024414062,70.96600341796875,66.60800170898438,67.26799774169922,65.78399658203125,66.25800323486328,65.98799896240234,12328000,308.34716796875,11.0,Hold,1
2019-12-02,70.96600341796875,66.60800170898438,67.26799774169922,65.78399658203125,66.25800323486328,65.98799896240234,66.9739990234375,30372500,305.72784423828125,9.0,Hold,1
2019-12-03,66.60800170898438,67.26799774169922,65.78399658203125,66.25800323486328,65.98799896240234,66.9739990234375,67.23999786376953,32868500,303.67742919921875,9.0,Hold,0
2019-12-04,67.26799774169922,65.78399658203125,66.25800323486328,65.98799896240234,66.9739990234375,67.23999786376953,66.60600280761719,27665000,305.55120849609375,9.0,Overweight,0
2019-12-05,65.78399658203125,66.25800323486328,65.98799896240234,66.9739990234375,67.23999786376953,66.60600280761719,66.0739974975586,18623000,306.1006164550781,9.0,Sell,1
2019-12-06,66.25800323486328,65.98799896240234,66.9739990234375,67.23999786376953,66.60600280761719,66.0739974975586,67.1780014038086,38062000,308.8965148925781,9.0,Sell,1
2019-12-09,65.98799896240234,66.9739990234375,67.23999786376953,66.60600280761719,66.0739974975586,67.1780014038086,67.90599822998047,45115500,307.9253234863281,9.0,Equal-Weight,1
2019-12-10,66.9739990234375,67.23999786376953,66.60600280761719,66.0739974975586,67.1780014038086,67.90599822998047,69.76799774169922,44141500,307.5819396972656,9.0,Equal-Weight,1
2019-12-11,67.23999786376953,66.60600280761719,66.0739974975586,67.1780014038086,67.90599822998047,69.76799774169922,70.54000091552734,34489000,308.455078125,9.0,Buy,1
2019-12-12,66.60600280761719,66.0739974975586,67.1780014038086,67.90599822998047,69.76799774169922,70.54000091552734,71.93599700927734,38819500,311.1136474609375,9.0,Buy,0
2019-12-13,66.0739974975586,67.1780014038086,67.90599822998047,69.76799774169922,70.54000091552734,71.93599700927734,71.6780014038086,32854500,311.300048828125,9.0,Buy,1
2019-12-16,67.1780014038086,67.90599822998047,69.76799774169922,70.54000091552734,71.93599700927734,71.6780014038086,76.30000305175781,90871000,313.4386901855469,17.0,Buy,0
2019-12-17,67.90599822998047,69.76799774169922,70.54000091552734,71.93599700927734,71.6780014038086,76.30000305175781,75.7979965209961,42484000,313.5074157714844,17.0,Buy,1
2019-12-18,69.76799774169922,70.54000091552734,71.93599700927734,71.6780014038086,76.30000305175781,75.7979965209961,78.62999725341797,70605000,313.5270080566406,17.0,Buy,1
2019-12-19,70.54000091552734,71.93599700927734,71.6780014038086,76.30000305175781,75.7979965209961,78.62999725341797,80.80799865722656,90535500,314.8121337890625,17.0,Buy,1
2019-12-20,71.93599700927734,71.6780014038086,76.30000305175781,75.7979965209961,78.62999725341797,80.80799865722656,81.11799621582031,73763500,316.1923522949219,17.0,Buy,1
2019-12-23,71.6780014038086,76.30000305175781,75.7979965209961,78.62999725341797,80.80799865722656,81.11799621582031,83.84400177001953,66598000,316.6754150390625,16.0,Buy,1
2019-12-24,76.30000305175781,75.7979965209961,78.62999725341797,80.80799865722656,81.11799621582031,83.84400177001953,85.05000305175781,40273500,316.6852722167969,16.0,Buy,1
2019-12-26,75.7979965209961,78.62999725341797,80.80799865722656,81.11799621582031,83.84400177001953,85.05000305175781,86.18800354003906,53169500,318.3710632324219,16.0,Buy,0
2019-12-27,78.62999725341797,80.80799865722656,81.11799621582031,83.84400177001953,85.05000305175781,86.18800354003906,86.07599639892578,49728500,318.29217529296875,16.0,Neutral,0
2019-12-30,80.80799865722656,81.11799621582031,83.84400177001953,85.05000305175781,86.18800354003906,86.07599639892578,82.94000244140625,62932000,316.5373840332031,15.0,Neutral,1
2019-12-31,81.11799621582031,83.84400177001953,85.05000305175781,86.18800354003906,86.07599639892578,82.94000244140625,83.66600036621094,51428500,317.30633544921875,15.0,Underperform,1
2020-01-02,83.84400177001953,85.05000305175781,86.18800354003906,86.07599639892578,82.94000244140625,83.66600036621094,86.052001953125,47660500,320.27374267578125,15.0,Underperform,1
2020-01-03,85.05000305175781,86.18800354003906,86.07599639892578,82.94000244140625,83.66600036621094,86.052001953125,88.60199737548828,88892500,317.84857177734375,15.0,Buy,1
2020-01-06,86.18800354003906,86.07599639892578,82.94000244140625,83.66600036621094,86.052001953125,88.60199737548828,90.30799865722656,50665000,319.0611877441406,24.0,Buy,1
2020-01-07,86.07599639892578,82.94000244140625,83.66600036621094,86.052001953125,88.60199737548828,90.30799865722656,93.81199645996094,89410500,318.1640319824219,24.0,Underperform,1
2020-01-08,82.94000244140625,83.66600036621094,86.052001953125,88.60199737548828,90.30799865722656,93.81199645996094,98.4280014038086,155721500,319.8597412109375,24.0,Underperform,0
2020-01-09,83.66600036621094,86.052001953125,88.60199737548828,90.30799865722656,93.81199645996094,98.4280014038086,96.26799774169922,142202000,322.028564453125,24.0,Underperform,0
2020-01-10,86.052001953125,88.60199737548828,90.30799865722656,93.81199645996094,98.4280014038086,96.26799774169922,95.62999725341797,64797500,321.10186767578125,24.0,Sell,1
2020-01-13,88.60199737548828,90.30799865722656,93.81199645996094,98.4280014038086,96.26799774169922,95.62999725341797,104.97200012207031,132588000,323.3101806640625,32.0,Overweight,1
2020-01-14,90.30799865722656,93.81199645996094,98.4280014038086,96.26799774169922,95.62999725341797,104.97200012207031,107.58399963378906,144981000,322.8172607421875,32.0,Outperform,0
2020-01-15,93.81199645996094,98.4280014038086,96.26799774169922,95.62999725341797,104.97200012207031,107.58399963378906,103.69999694824219,86844000,323.5467834472656,32.0,Buy,0
2020-01-16,98.4280014038086,96.26799774169922,95.62999725341797,104.97200012207031,107.58399963378906,103.69999694824219,102.697998046875,108683500,326.2381591796875,32.0,Buy,0
2020-01-17,96.26799774169922,95.62999725341797,104.97200012207031,107.58399963378906,103.69999694824219,102.697998046875,102.0999984741211,68145500,327.2536315917969,32.0,Underweight,1
2020-01-21,95.62999725341797,104.97200012207031,107.58399963378906,103.69999694824219,102.697998046875,102.0999984741211,109.44000244140625,89017500,326.61279296875,26.0,Underweight,1
2020-01-22,104.97200012207031,107.58399963378906,103.69999694824219,102.697998046875,102.0999984741211,109.44000244140625,113.91200256347656,156845000,326.6522216796875,26.0,Buy,1
2020-01-23,107.58399963378906,103.69999694824219,102.697998046875,102.0999984741211,109.44000244140625,113.91200256347656,114.44000244140625,98255000,327.02685546875,26.0,Neutral,0
2020-01-24,103.69999694824219,102.697998046875,102.0999984741211,109.44000244140625,113.91200256347656,114.44000244140625,112.96399688720703,71768000,324.1185607910156,26.0,Neutral,0
2020-01-27,102.697998046875,102.0999984741211,109.44000244140625,113.91200256347656,114.44000244140625,112.96399688720703,111.60399627685547,68040500,318.92315673828125,40.0,Neutral,1
2020-01-28,102.0999984741211,109.44000244140625,113.91200256347656,114.44000244140625,112.96399688720703,111.60399627685547,113.37999725341797,58942500,322.26519775390625,40.0,Neutral,1
2020-01-29,109.44000244140625,113.91200256347656,114.44000244140625,112.96399688720703,111.60399627685547,113.37999725341797,116.197998046875,89007500,321.9989929199219,40.0,Neutral,1
2020-01-30,113.91200256347656,114.44000244140625,112.96399688720703,111.60399627685547,113.37999725341797,116.197998046875,128.16200256347656,145028500,323.04400634765625,40.0,Underperform,1
2020-01-31,114.44000244140625,112.96399688720703,111.60399627685547,113.37999725341797,116.197998046875,128.16200256347656,130.11399841308594,78596500,317.1781921386719,40.0,Outperform,1
2020-02-03,112.96399688720703,111.60399627685547,113.37999725341797,116.197998046875,128.16200256347656,130.11399841308594,156.0,236167500,319.5343933105469,96.0,Outperform,1
2020-02-04,111.60399627685547,113.37999725341797,116.197998046875,128.16200256347656,130.11399841308594,156.0,177.41200256347656,304694000,324.4044494628906,96.0,Buy,0
2020-02-05,113.37999725341797,116.197998046875,128.16200256347656,130.11399841308594,156.0,177.41200256347656,146.94000244140625,242119000,328.15069580078125,96.0,Neutral,1
2020-02-06,116.197998046875,128.16200256347656,130.11399841308594,156.0,177.41200256347656,146.94000244140625,149.79200744628906,199404000,329.2548828125,96.0,Hold,0
2020-02-07,128.16200256347656,130.11399841308594,156.0,177.41200256347656,146.94000244140625,149.79200744628906,149.61399841308594,85317500,327.50006103515625,96.0,Hold,1
2020-02-10,130.11399841308594,156.0,177.41200256347656,146.94000244140625,149.79200744628906,149.61399841308594,154.25599670410156,123446000,329.9449768066406,42.0,Hold,1
